Direction,Left_X,Left_Y,Right_X,Right_Y
DOWN,0.47006936839937585,0.44294253499761244,0.5724131353261979,0.43541136097947375
DOWN,0.4714736552293765,0.4412451452930862,0.5681548278585593,0.43315828300636433
DOWN,0.46946626722093354,0.44105420755194247,0.5677438809985222,0.431235892854898
DOWN,0.4683214961767917,0.44134468246774666,0.5689232015061401,0.4321040734790141
DOWN,0.46804724404015025,0.4360339437248772,0.5679677852655235,0.4299378907017403
DOWN,0.4679553617564364,0.4389047461002341,0.5684319575572611,0.4314108469220625
DOWN,0.4646723633615642,0.43821690082983344,0.5597873466947222,0.42453527177777045
DOWN,0.4463477846889096,0.4345881015762887,0.5255646741108462,0.42316199416466
DOWN,0.4315592455948087,0.43516589967566416,0.5070455089457766,0.4240153630223421
DOWN,0.41956036438887234,0.43939656841305147,0.49763932204706646,0.4258409642939268
DOWN,0.42024436231388035,0.446769723645692,0.4933043771501017,0.42560813821345694
DOWN,0.41974588777722227,0.44871420873340423,0.49545756561439824,0.4288446145598246
DOWN,0.4126664557310291,0.453941400139438,0.4877235381612194,0.4465583781260659
DOWN,0.4078011500691646,0.45420450511052735,0.47802713625537907,0.44638292050034445
DOWN,0.4089447709868646,0.45454668392030856,0.4797443238412904,0.4462101105314436
DOWN,0.405361765519006,0.45191356158210066,0.47560284501613936,0.44322060566769256
DOWN,0.4056000196083912,0.45417444072509017,0.475357922854884,0.44441218406923155
DOWN,0.4032048583217077,0.457998180101766,0.47657123230483517,0.44876587525226014
DOWN,0.4073213663149123,0.45843334770642846,0.4786831405676399,0.44761043499586156
DOWN,0.4095950767611815,0.45772136231394156,0.47977253971761374,0.4451227489701808
